TargetID	ProbeID	4042961002_A.AVG_Signal	4042961002_A.Detection Pval	4042961002_A.BEAD_STDERR	4042961002_A.Avg_NBEADS	4042961002_B.AVG_Signal	4042961002_B.Detection Pval	4042961002_B.BEAD_STDERR	4042961002_B.Avg_NBEADS	4042961002_C.AVG_Signal	4042961002_C.Detection Pval	4042961002_C.BEAD_STDERR	4042961002_C.Avg_NBEADS	4042961002_D.AVG_Signal	4042961002_D.Detection Pval	4042961002_D.BEAD_STDERR	4042961002_D.Avg_NBEADS	4042961002_E.AVG_Signal	4042961002_E.Detection Pval	4042961002_E.BEAD_STDERR	4042961002_E.Avg_NBEADS	4042961002_F.AVG_Signal	4042961002_F.Detection Pval	4042961002_F.BEAD_STDERR	4042961002_F.Avg_NBEADS	4042961002_G.AVG_Signal	4042961002_G.Detection Pval	4042961002_G.BEAD_STDERR	4042961002_G.Avg_NBEADS	4042961002_H.AVG_Signal	4042961002_H.Detection Pval	4042961002_H.BEAD_STDERR	4042961002_H.Avg_NBEADS	4042961011_A.AVG_Signal	4042961011_A.Detection Pval	4042961011_A.BEAD_STDERR	4042961011_A.Avg_NBEADS	4042961011_B.AVG_Signal	4042961011_B.Detection Pval	4042961011_B.BEAD_STDERR	4042961011_B.Avg_NBEADS	4042961011_C.AVG_Signal	4042961011_C.Detection Pval	4042961011_C.BEAD_STDERR	4042961011_C.Avg_NBEADS	4042961011_D.AVG_Signal	4042961011_D.Detection Pval	4042961011_D.BEAD_STDERR	4042961011_D.Avg_NBEADS	4042961011_E.AVG_Signal	4042961011_E.Detection Pval	4042961011_E.BEAD_STDERR	4042961011_E.Avg_NBEADS	4042961011_F.AVG_Signal	4042961011_F.Detection Pval	4042961011_F.BEAD_STDERR	4042961011_F.Avg_NBEADS	4042961011_G.AVG_Signal	4042961011_G.Detection Pval	4042961011_G.BEAD_STDERR	4042961011_G.Avg_NBEADS	4042961011_H.AVG_Signal	4042961011_H.Detection Pval	4042961011_H.BEAD_STDERR	4042961011_H.Avg_NBEADS	4042961012_A.AVG_Signal	4042961012_A.Detection Pval	4042961012_A.BEAD_STDERR	4042961012_A.Avg_NBEADS	4042961012_B.AVG_Signal	4042961012_B.Detection Pval	4042961012_B.BEAD_STDERR	4042961012_B.Avg_NBEADS	4042961012_C.AVG_Signal	4042961012_C.Detection Pval	4042961012_C.BEAD_STDERR	4042961012_C.Avg_NBEADS	4042961012_D.AVG_Signal	4042961012_D.Detection Pval	4042961012_D.BEAD_STDERR	4042961012_D.Avg_NBEADS	4042961012_E.AVG_Signal	4042961012_E.Detection Pval	4042961012_E.BEAD_STDERR	4042961012_E.Avg_NBEADS	4042961012_F.AVG_Signal	4042961012_F.Detection Pval	4042961012_F.BEAD_STDERR	4042961012_F.Avg_NBEADS	4042961012_G.AVG_Signal	4042961012_G.Detection Pval	4042961012_G.BEAD_STDERR	4042961012_G.Avg_NBEADS	4042961012_H.AVG_Signal	4042961012_H.Detection Pval	4042961012_H.BEAD_STDERR	4042961012_H.Avg_NBEADS
NEGATIVE	6650343	0.2753093	0.7754237	0.09929875	31	2.070372	0.4265537	0.4912833	37	1.297393	0.6073446	0.5860804	31	0.5041595	0.5183616	0.1848377	27	4.265493	0.519774	1.085375	28	1.17756	0.6299435	0.5400059	26	3.051694	0.5593221	0.648681	35	3.560458	0.2725989	0.8361769	44	3.860077	0.2542373	0.8457152	30	1.515301	0.4717514	0.3317477	40	4.845446	0.2881356	1.013169	33	1.037585	0.670904	0.4194319	30	1.201629	0.6454802	0.3944724	42	-0.1180597	0.8983051	0.2982034	30	0.06036447	0.8785311	0.06898019	20	0.4159762	0.6242938	0.6084656	36	3.194096	0.740113	0.8321257	34	8.18089	0.2570621	1.49309	38	1.409452	0.5974576	0.5043215	41	3.476623	0.6370056	0.9014346	36	2.186203	0.3997175	0.5682175	34	1.94724	0.3135593	0.6618344	30	3.2609	0.5367231	0.7087635	45	4.14364	0.4844633	1.036518	31
NEGATIVE	6650521	2.620502	0.2923729	0.9218932	29	3.406689	0.2824859	1.0205	27	1.981685	0.4971751	0.5484765	28	0.7952123	0.4364407	0.2679823	28	8.450438	0.2429378	1.631835	49	2.259969	0.440678	0.8717455	35	1.344164	0.7824859	0.7615683	24	0.8891524	0.6638418	0.7650292	31	2.286534	0.4251412	0.630235	32	2.325116	0.3601695	0.4941695	40	12.20286	0.07627118	2.316914	39	3.445454	0.329096	1.068351	35	3.259004	0.3644068	0.808578	32	2.237457	0.2711864	1.035422	43	1.877919	0.4548023	0.4689144	37	-0.1502122	0.9378531	0.5115998	30	7.212204	0.4152542	1.518812	41	4.756584	0.450565	1.067341	37	4.399671	0.2853107	1.140898	32	11.16427	0.1991525	2.754573	35	-0.07870743	0.990113	0.1620351	25	-0.141175	0.9971752	0.1389703	21	17.85953	0.0579096	3.212871	41	15.9246	0.08474576	2.963531	38
NEGATIVE	6660195	1.397965	0.4788136	0.4504903	29	3.473026	0.2754237	0.7818225	36	4.743848	0.2132768	0.9148089	40	0.1276853	0.6525424	0.08429783	30	0.4352037	0.9279661	0.218554	17	4.449856	0.2372881	1.311335	38	2.889936	0.5805085	0.8992994	25	4.205491	0.220339	1.266267	41	10.01402	0.05932203	2.369236	28	1.680042	0.440678	0.6324973	28	4.915797	0.2810735	1.314976	25	5.086063	0.2076271	1.107651	31	0.761679	0.7358757	0.4101227	28	5.054481	0.1228814	1.175397	35	4.719984	0.1836158	1.087411	38	4.584434	0.1299435	0.983522	30	15.2616	0.1355932	2.477913	33	6.682085	0.319209	1.599812	36	0.8440878	0.7161017	0.4538135	29	10.78734	0.2161017	2.620754	32	0.3323461	0.7627119	0.1929121	18	0.3555776	0.6567796	0.1974974	22	8.370848	0.2259887	1.925758	39	6.217654	0.3488701	1.551054	28
NEGATIVE	6660204	90.63194	0.001412429	8.895122	42	109.882	0.001412429	13.07737	41	86.27258	0.001412429	8.262712	45	56.4854	0.001412429	5.598636	49	144.3407	0.001412429	15.1521	36	134.9107	0.001412429	17.10203	35	155.3211	0.001412429	11.70631	42	148.5172	0.001412429	15.06337	35	130.4495	0.001412429	13.95591	43	512.3773	0.001412429	35.31583	43	141.3025	0.001412429	9.862036	42	553.3311	0.001412429	47.38601	35	73.80482	0.001412429	8.15589	41	95.5651	0.001412429	10.66289	36	69.91308	0.001412429	7.414847	34	94.31387	0.001412429	11.18853	40	160.0264	0.001412429	20.16774	34	87.40157	0.001412429	8.117705	48	107.1145	0.001412429	11.41195	36	171.0235	0.001412429	13.11954	48	81.51251	0.001412429	6.70464	42	79.48273	0.001412429	6.938898	41	162.0317	0.001412429	17.22724	39	184.847	0.001412429	14.61356	48
NEGATIVE	6660491	18.07731	0.01129944	3.053231	39	25.94445	0.008474576	4.216006	31	16.71404	0.01836158	2.803319	32	6.679474	0.04096045	1.352584	43	32.93661	0.009887005	5.943097	28	20.68251	0.01271186	2.736241	55	31.1425	0.008474576	3.948704	42	20.9499	0.01271186	2.825873	36	32.74485	0.005649718	5.65266	30	30.70277	0.009887005	4.337624	43	26.63643	0.01271186	3.609738	47	47.21143	0.008474576	7.065884	36	18.76677	0.02259887	2.749843	38	12.54355	0.0240113	2.833669	38	16.03255	0.01412429	2.631479	42	11.76173	0.02542373	2.13115	37	34.62816	0.02683616	3.940778	45	24.64252	0.02259887	3.876307	37	23.78945	0.01129944	3.628364	34	38.39299	0.01271186	4.278823	39	20.90071	0.01129944	3.50942	44	12.93882	0.01553672	2.123793	48	32.85435	0.01412429	5.091537	37	39.68604	0.01271186	4.934387	38
NEGATIVE	6660500	-0.04346526	0.9887006	0.0956822	31	0.6703159	0.6680791	0.2136005	34	0.2220435	0.8432204	0.12159	20	-0.03207965	0.9844633	0.01345113	22	3.692398	0.5621469	0.8395482	38	0.6975544	0.7429379	0.5488977	34	2.859385	0.5847458	0.6158931	46	1.081806	0.6271186	0.3757483	36	0.4758888	0.75	0.2159875	31	0.2637808	0.7810735	0.1506507	33	2.22907	0.5310735	0.7104505	28	2.928413	0.3785311	0.7132218	30	1.039853	0.6723164	0.4970095	41	-0.02753509	0.8446327	0.1772822	23	-0.04979755	0.9689265	0.1603794	33	0.06441048	0.7980226	0.2794515	26	3.911072	0.680791	0.8629381	37	0.9314325	0.8983051	0.4780687	36	0.4025932	0.8319209	0.213564	34	1.930913	0.789548	0.6824756	34	0.5721543	0.6963277	0.2778584	30	-0.03618193	0.9717514	0.3705732	31	3.380286	0.519774	0.785417	32	3.377808	0.5663842	0.9253044	31
NEGATIVE	6660750	1.546341	0.4463277	0.5089398	36	1.055605	0.6031073	0.3826407	31	2.052	0.480226	0.5273753	36	0.3241625	0.569209	0.1089864	27	6.037817	0.3658192	1.421769	29	5.795954	0.1666667	1.233589	29	9.465172	0.1624294	1.63851	42	1.513852	0.5353107	0.555312	31	0.193355	0.8531073	0.2684215	21	3.099514	0.2725989	0.804633	31	3.800408	0.3714689	0.8777879	28	3.983159	0.2838983	0.8633633	32	3.209958	0.3672316	0.7374733	33	0.4931452	0.6045198	0.6363003	25	1.896876	0.4477401	0.4891074	36	1.335503	0.3926554	0.7721393	37	20.41263	0.08333334	4.677417	29	5.943075	0.3672316	1.106958	52	7.872475	0.1200565	1.678937	28	7.982466	0.3248588	1.759398	33	1.36564	0.5466102	0.497049	32	1.064523	0.4689265	0.4178944	36	6.780605	0.3008475	1.564956	33	5.033965	0.4279661	1.231605	40
NEGATIVE	6760390	-0.000661804	0.9491525	0.000661804	23	0.2811171	0.7923729	0.2212884	28	0.1616007	0.8601695	0.1582754	26	-0.000599917	0.8898305	0.000599917	25	-0.01565963	0.9943503	0.02855186	27	0.7380937	0.7288136	0.4115694	32	0.2874777	0.9194915	0.1164741	39	0.0621357	0.8898305	0.08562545	34	-0.1122422	0.9929379	0.04529986	29	0.5033242	0.7146893	0.1364482	35	0.4938302	0.8361582	0.168608	35	0.07455648	0.9138418	0.2771479	37	0.1658791	0.8799435	0.2179897	38	-0.07075739	0.8742938	0.4054184	36	0.2745739	0.7909604	0.1128982	45	0.244186	0.7019774	0.2280758	30	1.545284	0.9067796	0.5048174	48	0.7471585	0.9265537	0.2482509	39	0.1494909	0.9081921	0.1047614	23	0.07807947	0.990113	0.1592456	42	0	0.9491525	0	25	-1.06E-05	0.9067796	1.06E-05	28	0.5330966	0.8898305	0.3857667	34	0.4049436	0.9279661	0.9118708	34
NEGATIVE	6760703	9.665048	0.04237288	2.030001	29	6.573902	0.1016949	1.804385	32	8.629427	0.09180791	2.109008	27	3.042209	0.1398305	1.152261	21	22.43581	0.02542373	3.250518	46	14.72341	0.03813559	2.609362	47	16.50667	0.04237288	2.342667	44	8.254016	0.08333334	1.156169	45	7.869086	0.08757062	1.636683	36	1.794386	0.4223164	0.497222	25	8.038383	0.1596045	1.58049	31	8.837075	0.08757062	1.988657	30	12.70473	0.04661017	2.155463	44	27.14185	0.005649718	3.82901	54	6.057034	0.1341808	1.553767	28	6.894455	0.06920904	1.523058	45	17.83494	0.1129944	3.095168	31	8.579669	0.2429378	1.269693	25	6.263305	0.180791	1.206004	40	20.39478	0.06355932	2.868298	42	7.693434	0.09322034	1.197632	44	4.916677	0.1087571	0.9212587	37	15.94333	0.07062147	2.751775	34	13.60065	0.1172316	3.096591	28
NEGATIVE	6770376	1.609416	0.4279661	0.4300715	36	8.629242	0.06073446	1.63102	32	3.430653	0.3177966	0.8594663	26	1.679995	0.2768362	0.5374852	30	6.504241	0.3403955	1.361686	34	5.221132	0.1977401	1.264004	29	8.317757	0.2019774	1.276628	42	5.190129	0.170904	1.295234	25	1.465882	0.5155367	0.6194687	26	5.286174	0.1341808	1.207893	30	8.879307	0.1327684	1.989013	28	4.989687	0.2161017	0.8815755	40	2.721451	0.4138418	0.7889577	25	3.713367	0.1666667	0.9307879	37	2.203742	0.3968927	0.5551634	37	0.3004856	0.6737288	0.3053596	21	7.960465	0.3672316	1.928953	28	2.418295	0.7146893	0.5702484	32	2.177299	0.4774011	0.5157475	29	3.375994	0.6454802	0.9162184	29	6.163586	0.1271186	1.265192	34	0.568041	0.5932204	0.2641283	23	3.701267	0.4816384	1.195514	32	4.685313	0.4533898	1.208864	39
NEGATIVE	6770411	4.008784	0.1822034	0.817162	37	2.428586	0.3771186	0.7121396	33	3.696235	0.2966102	0.9191487	35	0.5777802	0.5014125	0.2258815	34	9.367415	0.2076271	1.6504	50	5.250623	0.1935028	1.149875	40	3.920139	0.4632768	0.6895538	52	5.059311	0.1793785	1.393298	43	1.050656	0.5974576	0.5505089	35	2.008289	0.3954802	0.5034038	28	7.842039	0.1680791	1.460162	49	3.775979	0.3008475	0.8056955	36	5.590411	0.2019774	1.099001	40	6.427476	0.09322034	1.253439	36	0.4922411	0.7259887	0.2576835	24	1.927145	0.3050847	0.681349	40	5.146832	0.5833333	1.343056	35	4.287977	0.4957627	0.8713591	43	6.466859	0.170904	1.333825	42	4.200019	0.5677966	0.9180897	36	1.299895	0.5607345	0.3962607	46	1.234462	0.440678	0.4082239	36	8.366311	0.2274011	1.6321	43	5.040624	0.4265537	1.710613	35
NEGATIVE	6840072	0.973177	0.5734463	0.3294623	43	1.157745	0.5819209	0.4684048	35	1.755575	0.5353107	0.5102385	35	0.08113919	0.6850283	0.08656424	32	7.039427	0.3022599	1.272861	45	0.9627274	0.6751412	0.6094424	32	3.691804	0.4858757	0.8171949	43	1.17532	0.6031073	0.8023276	34	4.959604	0.1836158	0.8465602	48	0.3918185	0.7457627	0.1771474	28	1.936292	0.5706215	0.6650487	25	1.909459	0.5141243	0.6695256	33	5.358897	0.2146893	0.9545084	40	0.8939495	0.5112994	0.6948918	33	2.286602	0.3757062	0.5125808	40	0.2690509	0.6920904	0.5742142	30	7.53914	0.3884181	1.333833	51	4.051594	0.5240113	0.7855469	43	0.9055145	0.6977401	0.2269161	31	9.255058	0.2584746	1.799095	37	2.017265	0.4237288	0.5261093	32	5.172103	0.09887005	1.320394	37	4.017471	0.4519774	1.179776	33	1.045763	0.8460452	0.8801885	34
NEGATIVE	6840100	0.5142966	0.6906779	0.2224391	26	0.3056705	0.7810735	0.2460514	29	1.449289	0.5847458	0.4368875	29	0.09995996	0.670904	0.1584173	26	0.4215775	0.930791	0.2921863	28	1.9	0.4915254	0.6330484	26	1.12224	0.8149717	0.3276633	28	1.4401	0.5437853	1.053549	29	-0.01139254	0.9618644	0.007855925	16	0.9294498	0.5805085	0.4157448	27	2.335231	0.5183616	0.5447915	35	0.6309233	0.7740113	0.3953008	29	2.022787	0.509887	0.5434882	31	5.980947	0.1073446	1.539255	29	0.5142997	0.7132769	0.2414428	34	0.5315592	0.5946327	0.3070953	20	6.074251	0.5028248	1.212105	42	5.923591	0.3700565	1.390134	27	1.672552	0.5621469	0.6303301	30	5.692849	0.4618644	1.185126	30	0.4628368	0.7231638	0.1467975	31	0.5058187	0.6087571	0.3408065	24	1.66426	0.7189265	0.4744349	32	3.176207	0.5918079	0.6815072	40
NEGATIVE	6840170	6.932676	0.07062147	1.256212	41	16.10876	0.01412429	3.161052	37	13.9721	0.02824859	1.959846	35	6.620714	0.04237288	1.648937	30	21.63066	0.02966102	3.114291	42	16.30147	0.02259887	2.806838	38	17.27824	0.03672316	2.987269	39	11.95094	0.04519774	2.879731	32	11.6132	0.0480226	2.520387	31	17.84104	0.01271186	3.641337	38	21.05372	0.02542373	3.880991	26	26.03883	0.01694915	5.220231	29	18.79231	0.02118644	2.837551	44	9.0629	0.05225989	1.902757	34	9.603042	0.05932203	2.24607	23	9.782396	0.04237288	1.856782	42	35.54491	0.02542373	5.615351	35	16.48894	0.06638418	2.640813	35	11.72137	0.05649718	2.225841	36	39.91553	0.01129944	5.068363	46	8.911798	0.06779661	1.967808	37	5.478543	0.08615819	1.400723	22	11.70806	0.1370057	2.10848	28	42.10745	0.009887005	6.170263	36
NEGATIVE	6840259	1.201201	0.5211864	0.4036337	32	-0.000947627	0.9632769	0.000947627	15	0.08201639	0.8813559	0.0873114	18	0.1087802	0.6596045	0.06962673	25	0.281085	0.950565	0.1179389	24	-0.003964933	0.9477401	0.06585696	17	0.6872189	0.8672317	0.3387524	26	0.3857241	0.7980226	0.2643603	20	0.06222386	0.8940678	0.09055012	28	1.520219	0.470339	0.4110155	25	0.547663	0.8234463	0.4820901	29	1.149747	0.6440678	0.3071679	31	1.855723	0.5381356	0.4127409	35	-0.4140324	0.980226	0.239571	29	1.555348	0.5056497	0.4918158	28	-0.0556917	0.8898305	0.0399913	21	7.102657	0.4237288	1.484694	39	1.275835	0.8545198	0.4372426	30	1.902554	0.519774	0.6770064	35	0.2150624	0.9774011	0.1532627	30	0.08291181	0.8827683	0.1649844	31	0.6197493	0.5762712	0.3421367	32	3.605725	0.5	0.7837625	32	1.349104	0.7980226	0.4829022	31
NEGATIVE	6900017	-0.01358062	0.9689265	0.009482986	20	0.1183115	0.8559322	0.1195482	22	0.1013935	0.8785311	0.08721565	18	0.01595211	0.7641243	0.02820806	24	0.6731709	0.9025424	0.209826	26	2.147119	0.4562147	1.112554	27	-0.012179	0.9872881	0.008605374	17	0.447587	0.7853107	0.6132123	24	-0.006084023	0.9548023	0.04933905	28	0.1704988	0.8220339	0.2828136	30	0.1669839	0.9166667	0.1636752	25	0.1082321	0.9081921	0.1102183	21	0.4761586	0.779661	0.2559658	22	0.993763	0.4774011	0.6407297	24	0.3155545	0.7768362	0.201384	38	-0.1004495	0.9180791	0.2631183	29	2.509901	0.8206215	0.6666706	41	0.7120387	0.9293785	0.2236174	34	-0.00736364	0.9887006	0.005093383	19	0.3287659	0.970339	0.5554608	23	0.5918047	0.6906779	0.2530845	30	0.1409972	0.7443503	0.1052981	28	-0.01673191	0.9774011	0.1188337	25	1.141433	0.8319209	0.4038604	31
NEGATIVE	6900136	4.7372	0.1341808	1.125911	35	1.738167	0.470339	0.5289411	34	2.530879	0.4067796	0.7230674	31	2.794892	0.1596045	0.6879063	35	8.360926	0.2471751	1.278686	37	20.63132	0.01412429	3.913668	35	13.1861	0.06779661	2.973601	28	11.42492	0.05084746	2.414893	40	8.05275	0.08333334	1.409691	43	4.233888	0.1935028	0.9683356	30	21.58338	0.01977401	3.312453	41	10.85908	0.05084746	2.231205	36	8.704732	0.08757062	1.809234	34	9.28619	0.04661017	2.125184	35	9.289857	0.06355932	1.746787	34	10.08824	0.03954802	2.466521	34	16.28281	0.1313559	2.726321	30	19.11639	0.04237288	3.513188	36	4.707516	0.2627119	1.809555	28	24.50833	0.04096045	3.906133	37	13.24039	0.02683616	2.275522	46	6.860506	0.05932203	1.134624	45	14.26104	0.09463277	3.367244	30	24.91135	0.03672316	3.196484	35
NEGATIVE	6900142	3.25153	0.2457627	0.8026735	35	1.69646	0.4774011	0.4045388	39	1.99102	0.4943503	0.5102374	48	1.080131	0.3728814	0.3701284	36	9.431473	0.2033898	1.977736	33	2.439031	0.4152542	0.8063948	35	2.637301	0.6073446	0.7600526	28	1.979187	0.440678	0.9331184	38	1.434904	0.519774	0.4981328	33	2.698269	0.3177966	0.697759	27	1.803042	0.5903955	0.5761982	45	1.347197	0.6144068	0.4910466	28	3.901954	0.2980226	1.039905	39	2.73908	0.2259887	1.048829	42	0.7964091	0.65113	0.3013372	33	1.943553	0.3008475	0.7433511	33	3.923575	0.6793785	0.8518865	39	3.22041	0.6073446	0.8195239	36	2.201832	0.470339	0.804669	37	3.227105	0.6596045	1.060752	31	1.445423	0.5310735	0.4535152	27	1.310792	0.4279661	0.3108118	39	11.5404	0.1398305	2.171654	43	3.934473	0.5042373	0.9778569	43
NEGATIVE	6900626	4.708492	0.1355932	0.9249281	36	12.41549	0.02259887	1.912903	29	11.85862	0.04661017	1.788746	42	7.279909	0.03248588	1.383487	38	12.32242	0.1031073	2.246069	42	11.12792	0.05225989	1.971325	42	12.11897	0.08757062	2.044658	45	7.746357	0.09322034	1.781691	34	7.345927	0.1031073	1.345233	28	9.095888	0.0579096	1.663429	39	10.92062	0.08898305	2.003846	36	8.774194	0.08898305	1.981117	33	5.213305	0.220339	1.080621	42	2.683542	0.2344633	0.8097089	27	10.85332	0.04237288	1.809946	42	6.961316	0.06779661	1.709286	29	21.05614	0.07485875	3.074047	38	15.03754	0.07768361	2.21037	36	6.994203	0.1511299	1.076979	37	18.58942	0.07485875	3.142189	32	8.688068	0.07062147	1.677147	38	7.302523	0.05084746	1.29929	36	8.249317	0.2316384	2.274929	34	9.81499	0.2033898	1.857838	38
NEGATIVE	6940050	1.320125	0.4915254	0.3842876	39	0.5358649	0.7033898	0.1776425	26	1.087853	0.6483051	0.5019947	32	-1.26E-05	0.8799435	1.26E-05	26	1.419197	0.8064972	0.4611693	36	1.282517	0.6031073	0.5521997	45	0.7811091	0.8587571	0.2627299	25	0.3722038	0.8022599	0.3055533	37	0.1993705	0.8474576	0.08827564	29	-0.03215756	0.9915254	0.03373203	23	1.621662	0.6271186	0.4339035	42	2.538374	0.4251412	0.5485736	33	0.251806	0.8432204	0.173305	30	0.6637791	0.5649717	0.3548747	27	2.210753	0.3926554	0.506429	35	0.3340475	0.6539548	0.3041141	26	1.115421	0.9350283	0.419049	38	2.792814	0.6638418	0.6514816	34	-0.02898623	0.9957627	0.1283522	32	3.00448	0.670904	0.7034158	38	0.3565714	0.7556497	0.1917303	33	0.8074988	0.5310735	0.3411871	31	3.685163	0.4887006	0.8983732	31	0.1483702	0.9548023	0.1860163	23
NEGATIVE	6940092	0.1498259	0.8375706	0.1284977	30	0.02317211	0.9053673	0.03784607	22	-0.000939862	0.9491525	0.000939862	17	0	0.8785311	0	23	0.8015167	0.8827683	0.5062554	29	-0.04138418	0.9745763	0.04567074	23	0.1957027	0.930791	0.7798375	28	0.1807152	0.8531073	0.2208326	33	0.3942326	0.7725989	0.1762725	32	-0.01662838	0.9788136	0.03165007	32	0.04547361	0.9406779	0.1053325	30	1.103691	0.6567796	0.3357287	32	0	0.9618644	0	30	-0.2034025	0.9223164	0.261911	38	0	0.9265537	0	16	-0.2624803	0.9689265	0.3328511	32	2.473309	0.8248588	0.8207583	32	1.064937	0.8813559	0.4124252	36	0.6808569	0.7641243	0.3444939	26	0.4127125	0.9576271	0.5921289	25	0.09678992	0.8757062	0.1131972	24	-0.003808972	0.9293785	0.003249793	20	0.3807566	0.920904	0.2791779	23	3.652431	0.5409604	1.042432	36
NEGATIVE	6940196	0.7349405	0.6370056	0.266583	39	2.591756	0.3460452	0.490697	43	1.50696	0.5776836	0.4866716	34	0.169624	0.6370056	0.2683235	34	6.581343	0.3333333	1.396757	33	0.8993229	0.6920904	0.474343	29	4.375257	0.4166667	0.7579998	41	2.538117	0.3700565	0.8045663	28	0.9346409	0.6200565	0.482166	41	5.43403	0.1257062	1.380511	28	0.2565169	0.8926554	0.172818	28	0.6502944	0.7669492	0.2593261	35	0.7325645	0.7387006	0.4165821	29	0.6511421	0.5706215	0.3657915	39	1.761992	0.4717514	0.449707	38	0.01502625	0.8333333	0.2579949	27	3.562389	0.7175141	0.8002338	32	2.725031	0.6765537	0.6964909	34	0.7369013	0.7485875	0.4756004	27	5.927192	0.4449153	1.457395	29	2.182302	0.4025424	0.8007486	33	0.1959867	0.7175141	0.1701282	28	2.188658	0.6497175	0.7052066	29	3.77354	0.5282486	0.9755037	33
NEGATIVE	6940711	0.4511197	0.7019774	0.1952786	28	0.5486257	0.6963277	0.1912999	26	0.3258012	0.8064972	0.2015424	41	-0.000302692	0.8855932	0.000233437	22	0.7266085	0.8898305	0.2163301	37	1.09036	0.65113	0.4159661	32	0.1877244	0.9322034	0.1244378	36	-0.000176064	0.920904	0.000176064	21	0.1071019	0.8757062	0.1808604	24	0.7265401	0.6468927	0.2395839	34	0.71513	0.7838983	0.2434139	31	-0.02459335	0.9844633	0.08718284	25	1.206848	0.6426554	0.409098	37	0.04836922	0.7980226	0.3106891	36	0.8328032	0.6384181	0.3671228	28	-0.1001746	0.9166667	0.1075535	27	6.001747	0.5070621	1.207705	37	0.8594413	0.9067796	0.3223181	36	0.4548669	0.8135593	0.337115	37	3.279097	0.6567796	0.8995416	36	-0.1083437	0.9929379	0.06478597	24	0.6330549	0.5734463	0.18323	39	0.4282159	0.9110169	0.2101889	36	1.304567	0.8093221	0.8839197	29
NEGATIVE	6980017	0	0.9463277	0	16	0.1826634	0.8333333	0.2654809	26	0.5948935	0.7584746	0.2905472	29	0.2121345	0.6129944	0.2102282	33	2.489096	0.6935028	0.7034321	31	5.272658	0.190678	1.844777	23	0.364834	0.9110169	0.2549762	27	0.7956876	0.6836158	0.3788744	37	-0.2090195	1	0.1464554	21	-0.05154065	1	0.04235968	22	1.582724	0.6355932	0.6573184	29	0.1114647	0.9067796	0.06758119	27	2.769356	0.4110169	0.719034	28	0.2742579	0.7019774	0.1894655	28	0.8715947	0.6313559	0.4843087	35	0.6103471	0.569209	0.2537504	34	2.75763	0.7881356	1.268548	26	1.250976	0.8601695	0.5177772	40	0.6597214	0.7669492	0.2605422	31	2.27178	0.7514125	0.9337717	26	0.02864024	0.9166667	0.09265649	29	0	0.9053673	0	22	3.149341	0.5451977	0.8666777	31	3.331387	0.569209	0.9176662	35
NEGATIVE	6980121	0	0.9463277	0	21	1.50601	0.5070621	0.349069	32	0.4688593	0.7740113	0.1927148	31	-0.007626593	0.9406779	0.01555654	27	7.922536	0.259887	1.249303	49	1.979116	0.4816384	0.9422579	28	1.399951	0.7768362	0.3131568	44	2.214605	0.4110169	0.9659815	35	2.261368	0.4279661	0.7068898	42	0.729871	0.6426554	0.3247121	41	1.801972	0.5918079	0.7161821	41	1.834377	0.5310735	0.4606343	42	0.556837	0.7683616	0.2696301	21	1.637337	0.3601695	0.9635587	53	1.483793	0.5155367	0.4344743	28	0.5359555	0.5918079	0.4586553	23	5.885644	0.5169492	1.441793	33	3.067209	0.6299435	0.7871304	44	0.7871652	0.7316384	0.3321272	27	14.11561	0.1384181	2.467784	43	2.02456	0.4223164	0.4390588	39	1.891633	0.3234463	0.5699326	36	2.900461	0.5720339	0.5802199	50	5.211952	0.4180791	1.653027	34
NEGATIVE	6980482	3.289593	0.2387006	0.8388827	30	5.929202	0.1228814	1.193625	36	2.003695	0.4887006	0.4557188	31	0.3153517	0.5748588	0.1753838	20	6.93621	0.3079096	1.236079	29	2.376105	0.430791	0.640931	37	6.12937	0.289548	1.251515	38	1.56143	0.5282486	0.4947008	25	2.893652	0.3658192	0.7354609	30	1.985522	0.3983051	0.4068983	37	3.279577	0.4124294	1.154462	35	2.291923	0.4477401	0.9258588	28	3.777636	0.3064972	0.87405	28	0.9672796	0.4887006	0.5218152	39	4.091624	0.2175141	0.9404226	29	3.549371	0.1737288	1.394176	33	7.850859	0.3714689	1.472318	45	11.30106	0.1440678	2.228397	28	0.6394781	0.7725989	0.3370345	29	3.672785	0.6214689	0.8997586	36	0.0279744	0.9194915	0.05604621	20	2.663354	0.2415254	0.6138145	40	1.64917	0.7217514	0.8951624	29	1.967591	0.7217514	0.5862558	38
